id,name,description,latitude,longitude,created_at,opening_hours
317,LORONG TANGGAM PK,A park in Singapore: LORONG TANGGAM PK,1.3989789258957948,103.87375495285376,2025-10-02 09:08:56.805071+00,
318,UPPER PAYA LEBAR INTERIM PARK,A park in Singapore: UPPER PAYA LEBAR INTERIM PARK,1.3435839278077555,103.88246411823552,2025-10-02 09:08:56.805071+00,
319,NIM MEADOW PARK,A park in Singapore: NIM MEADOW PARK,1.378616619290899,103.86340432365587,2025-10-02 09:08:56.805071+00,
320,GREENWAY SOUTH,A park in Singapore: GREENWAY SOUTH,1.3351785173598223,103.87206082493839,2025-10-02 09:08:56.805071+00,
321,FERNVALE PARK,A park in Singapore: FERNVALE PARK,1.397514524959929,103.87487871240788,2025-10-02 09:08:56.805071+00,
322,SEMBAWANG PK,A park in Singapore: SEMBAWANG PK,1.461502967101001,103.83684542660218,2025-10-02 09:08:56.805071+00,
323,YISHUN PK,A park in Singapore: YISHUN PK,1.4243757202836804,103.84260969126039,2025-10-02 09:08:56.805071+00,
324,LOWER SELETAR RESERVOIR PARK,A park in Singapore: LOWER SELETAR RESERVOIR PARK,1.4074398977574718,103.82889324908156,2025-10-02 09:08:56.805071+00,
325,LENTOR WALK PG,A park in Singapore: LENTOR WALK PG,1.388630957046075,103.83838324853672,2025-10-02 09:08:56.805071+00,
326,COUNTRYSIDE PG,A park in Singapore: COUNTRYSIDE PG,1.390187591950226,103.83840795464988,2025-10-02 09:08:56.805071+00,
327,LENTOR STREET PG,A park in Singapore: LENTOR STREET PG,1.3900981863835726,103.83427652569794,2025-10-02 09:08:56.805071+00,
328,FLORISSA PK PG,A park in Singapore: FLORISSA PK PG,1.3869730932271511,103.83507298158987,2025-10-02 09:08:56.805071+00,
329,FUDU WALK PG,A park in Singapore: FUDU WALK PG,1.3898351218920812,103.83723438334813,2025-10-02 09:08:56.805071+00,
330,LENTOR GREEN PG,A park in Singapore: LENTOR GREEN PG,1.3852857282719149,103.83705647129632,2025-10-02 09:08:56.805071+00,
331,LENTOR GROVE PG,A park in Singapore: LENTOR GROVE PG,1.3863846910693212,103.83837072390618,2025-10-02 09:08:56.805071+00,
332,LENTOR RD PG,A park in Singapore: LENTOR RD PG,1.3882919034888321,103.8375722009472,2025-10-02 09:08:56.805071+00,
333,LENTOR VALE PG,A park in Singapore: LENTOR VALE PG,1.388054236018028,103.8361460821369,2025-10-02 09:08:56.805071+00,
334,BANYAN VILLAS PG,A park in Singapore: BANYAN VILLAS PG,1.3872785047323783,103.83885324901108,2025-10-02 09:08:56.805071+00,
335,YISHUN NEIGHBOURHOOD PK,A park in Singapore: YISHUN NEIGHBOURHOOD PK,1.4377572398692902,103.83505796157499,2025-10-02 09:08:56.805071+00,
336,PLATINA RD PG,A park in Singapore: PLATINA RD PG,1.427545345731652,103.82611872435531,2025-10-02 09:08:56.805071+00,
337,GOODLINK PK PG,A park in Singapore: GOODLINK PK PG,1.4272996068699648,103.82539258443619,2025-10-02 09:08:56.805071+00,
338,SPRINGLEAF GARDEN PG,A park in Singapore: SPRINGLEAF GARDEN PG,1.3980392651067637,103.82232177612995,2025-10-02 09:08:56.805071+00,
339,THONG SOON GREEN PG,A park in Singapore: THONG SOON GREEN PG,1.4000547089156712,103.81838893422373,2025-10-02 09:08:56.805071+00,
340,SPRINGLEAF AVE PG,A park in Singapore: SPRINGLEAF AVE PG,1.4009038349808505,103.82259766879525,2025-10-02 09:08:56.805071+00,
341,KANDIS GARDEN,A park in Singapore: KANDIS GARDEN,1.4561915535787118,103.83564474294631,2025-10-02 09:08:56.805071+00,
342,JANGGUS GARDEN,A park in Singapore: JANGGUS GARDEN,1.4575398277036695,103.836983849514,2025-10-02 09:08:56.805071+00,
343,PEBBLE GARDEN,A park in Singapore: PEBBLE GARDEN,1.4506449229179543,103.82949312449735,2025-10-02 09:08:56.805071+00,
344,SPRINGSIDE PK,A park in Singapore: SPRINGSIDE PK,1.40567189969779,103.82060743654343,2025-10-02 09:08:56.805071+00,
345,YISHUN POND PK,A park in Singapore: YISHUN POND PK,1.4280122121941303,103.83948703941307,2025-10-02 09:08:56.805071+00,
346,MARSILING PARK,A park in Singapore: MARSILING PARK,1.4376329309110691,103.76993442393145,2025-10-02 09:08:56.805071+00,
347,CHOA CHU KANG PK,A park in Singapore: CHOA CHU KANG PK,1.3868788943203836,103.74719419176785,2025-10-02 09:08:56.805071+00,
348,WOODLANDS TOWN PK EAST,A park in Singapore: WOODLANDS TOWN PK EAST,1.4366664600205694,103.77932336433604,2025-10-02 09:08:56.805071+00,
349,CASHEW RD PG,A park in Singapore: CASHEW RD PG,1.370599819099977,103.76466780670853,2025-10-02 09:08:56.805071+00,
350,CHESTNUT DR PG,A park in Singapore: CHESTNUT DR PG,1.3676337346860437,103.76882971645354,2025-10-02 09:08:56.805071+00,
351,CASHEW LINK PG,A park in Singapore: CASHEW LINK PG,1.3713588873705078,103.76892501358682,2025-10-02 09:08:56.805071+00,
352,JLN RASOK PK,A park in Singapore: JLN RASOK PK,1.4165006473670392,103.75903191338021,2025-10-02 09:08:56.805071+00,
353,ALMOND CRESCENT PG,A park in Singapore: ALMOND CRESCENT PG,1.373212444460707,103.77198060528261,2025-10-02 09:08:56.805071+00,
354,HAZEL PK OS,A park in Singapore: HAZEL PK OS,1.37163460470999,103.76364488514353,2025-10-02 09:08:56.805071+00,
355,VILLA VERDE PK,A park in Singapore: VILLA VERDE PK,1.3904215007174316,103.75295144222655,2025-10-02 09:08:56.805071+00,
356,ADMIRALTY PK,A park in Singapore: ADMIRALTY PK,1.4503318491150956,103.78004641287625,2025-10-02 09:08:56.805071+00,
357,CASHEW CRESCENT FC PG,A park in Singapore: CASHEW CRESCENT FC PG,1.372244853589548,103.76949467203684,2025-10-02 09:08:56.805071+00,
358,MARKET STREET PARK,A park in Singapore: MARKET STREET PARK,1.2834502283705302,103.85025257913112,2025-10-02 09:08:56.805071+00,
359,HAMPSTEAD WETLANDS PARK,A park in Singapore: HAMPSTEAD WETLANDS PARK,1.4091868197905,103.86927945315952,2025-10-02 09:08:56.805071+00,
360,YOUTH OLYMPIC PK,A park in Singapore: YOUTH OLYMPIC PK,1.2890334954405513,103.86063943635142,2025-10-02 09:08:56.805071+00,
361,MACPHERSON LINEAR PK,A park in Singapore: MACPHERSON LINEAR PK,1.3337984538293288,103.88170606628692,2025-10-02 09:08:56.805071+00,
362,CORONATION PARK,A park in Singapore: CORONATION PARK,1.3220260236043055,103.79640044992216,2025-10-02 09:08:56.805071+00,
363,HOLLAND VILLAGE PK,A park in Singapore: HOLLAND VILLAGE PK,1.3117302451456774,103.79554394732374,2025-10-02 09:08:56.805071+00,
364,BUNGA RAMPAI PK,A park in Singapore: BUNGA RAMPAI PK,1.3404755199680845,103.88429612227287,2025-10-02 09:08:56.805071+00,
365,JALAN SEMBILANG PARK,A park in Singapore: JALAN SEMBILANG PARK,1.3565655208983551,103.83403585965391,2025-10-02 09:08:56.805071+00,
366,BIDADARI PK,A park in Singapore: BIDADARI PK,1.3406917048981004,103.87432584718341,2025-10-02 09:08:56.805071+00,
367,ST MICHAEL'S PG,A park in Singapore: ST MICHAEL'S PG,1.3262280949094876,103.8648876663764,2025-10-02 09:08:56.805071+00,
368,ST MICHAEL'S FC,A park in Singapore: ST MICHAEL'S FC,1.326495585887167,103.86510904659654,2025-10-02 09:08:56.805071+00,
369,CAMBRIDGE PARK,A park in Singapore: CAMBRIDGE PARK,1.3136609018175494,103.8468378224805,2025-10-02 09:08:56.805071+00,
370,KHEAM HOCK PARK,A park in Singapore: KHEAM HOCK PARK,1.3304435596940567,103.81920708492935,2025-10-02 09:08:56.805071+00,
371,CEYLON ROAD INTERIM PARK,A park in Singapore: CEYLON ROAD INTERIM PARK,1.309780416441062,103.89959814941292,2025-10-02 09:08:56.805071+00,
372,HAIG WALK EXTENSION,A park in Singapore: HAIG WALK EXTENSION,1.3106817056633298,103.89867693205032,2025-10-02 09:08:56.805071+00,
373,ONAN ROAD GREEN SPACE,A park in Singapore: ONAN ROAD GREEN SPACE,1.310097065723525,103.90071942071468,2025-10-02 09:08:56.805071+00,
374,TRAS LINK PK,A park in Singapore: TRAS LINK PK,1.2764576104339909,103.84379019866222,2025-10-02 09:08:56.805071+00,
375,VENUS GREEN,A park in Singapore: VENUS GREEN,1.3586716314676621,103.82726623397681,2025-10-02 09:08:56.805071+00,
376,GREEN LANE PARK,A park in Singapore: GREEN LANE PARK,1.310798045128343,103.89248426858595,2025-10-02 09:08:56.805071+00,
377,MAR THOMA ROAD PARK,A park in Singapore: MAR THOMA ROAD PARK,1.3273571946342186,103.86202838719863,2025-10-02 09:08:56.805071+00,
378,SIAN TUAN INTERIM PARK,A park in Singapore: SIAN TUAN INTERIM PARK,1.338593568895342,103.78618858002517,2025-10-02 09:08:56.805071+00,
379,LORONG ONG LYE PARK,A park in Singapore: LORONG ONG LYE PARK,1.3477598168274654,103.87869663058362,2025-10-02 09:08:56.805071+00,
380,KOON SENG PARK,A park in Singapore: KOON SENG PARK,1.311044866160587,103.90283322069531,2025-10-02 09:08:56.805071+00,
381,HOW SUN LINEAR PARK,A park in Singapore: HOW SUN LINEAR PARK,1.345891826878166,103.87813597290207,2025-10-02 09:08:56.805071+00,
382,TAMPINES ECO GREEN PK,A park in Singapore: TAMPINES ECO GREEN PK,1.3637104850934065,103.94837674998735,2025-10-02 09:08:56.805071+00,
383,LENGKONG ENAM PARK,A park in Singapore: LENGKONG ENAM PARK,1.327364090817036,103.91473692531704,2025-10-02 09:08:56.805071+00,
384,JALAN SENANG LINEAR PARK,A park in Singapore: JALAN SENANG LINEAR PARK,1.3255723945320617,103.91718424983641,2025-10-02 09:08:56.805071+00,
385,TANAH PUTEH PK,A park in Singapore: TANAH PUTEH PK,1.3158268685002996,103.93135824060478,2025-10-02 09:08:56.805071+00,
386,TELOK KURAU LORONG N PK,A park in Singapore: TELOK KURAU LORONG N PK,1.3103250756376554,103.91280540959376,2025-10-02 09:08:56.805071+00,
387,JLN DAUD PK,A park in Singapore: JLN DAUD PK,1.3258268500339527,103.90710085142925,2025-10-02 09:08:56.805071+00,
388,JLN DAUD INTERIM PK,A park in Singapore: JLN DAUD INTERIM PK,1.3255910007377705,103.90653362722021,2025-10-02 09:08:56.805071+00,
389,JLN EUNOS INTERIM PK,A park in Singapore: JLN EUNOS INTERIM PK,1.3249340929151467,103.90600138050888,2025-10-02 09:08:56.805071+00,
390,JLN AWANG INTERIM PK,A park in Singapore: JLN AWANG INTERIM PK,1.323882729509606,103.90586782493945,2025-10-02 09:08:56.805071+00,
391,JLN YASIN INTERIM PK,A park in Singapore: JLN YASIN INTERIM PK,1.3213610329678636,103.90555486606854,2025-10-02 09:08:56.805071+00,
392,SENNETT AVE LINEAR PK,A park in Singapore: SENNETT AVE LINEAR PK,1.317581114211267,103.93596368818606,2025-10-02 09:08:56.805071+00,
393,JALAN ISHAK PARK,A park in Singapore: JALAN ISHAK PARK,1.324143795221918,103.90719783457328,2025-10-02 09:08:56.805071+00,
394,LORONG MARICAN PARK,A park in Singapore: LORONG MARICAN PARK,1.3238874167098094,103.90793148364665,2025-10-02 09:08:56.805071+00,
395,LORONG MARZUKI PARK,A park in Singapore: LORONG MARZUKI PARK,1.3237972700036256,103.90833923340004,2025-10-02 09:08:56.805071+00,
396,LORONG MELAYU PARK,A park in Singapore: LORONG MELAYU PARK,1.3239981939644312,103.90932502642963,2025-10-02 09:08:56.805071+00,
397,JALAN SINGA PARK,A park in Singapore: JALAN SINGA PARK,1.3309719001814444,103.9069388354374,2025-10-02 09:08:56.805071+00,
398,SEA BREEZE AVENUE PARK,A park in Singapore: SEA BREEZE AVENUE PARK,1.3386583856793284,103.95218941847628,2025-10-02 09:08:56.805071+00,
399,SEA BREEZE GARDEN PARK,A park in Singapore: SEA BREEZE GARDEN PARK,1.3378659285546979,103.95042164618069,2025-10-02 09:08:56.805071+00,
400,JLN KAYU PK,A park in Singapore: JLN KAYU PK,1.3981028673361924,103.87288129000338,2025-10-02 09:08:56.805071+00,
401,PUNGGOL WATERWAY PK,A park in Singapore: PUNGGOL WATERWAY PK,1.4109972133070596,103.90481505251175,2025-10-02 09:08:56.805071+00,
402,CHILTERN DRIVE INTERIM PARK,A park in Singapore: CHILTERN DRIVE INTERIM PARK,1.3485590553796722,103.86200639142878,2025-10-02 09:08:56.805071+00,
403,LUXUS HILLS PARK,A park in Singapore: LUXUS HILLS PARK,1.3794966735254204,103.87500619211161,2025-10-02 09:08:56.805071+00,
404,COLCHESTER GROVE INTERIM OS,A park in Singapore: COLCHESTER GROVE INTERIM OS,1.3564831011967846,103.86674253718547,2025-10-02 09:08:56.805071+00,
405,ANG MO KIO LINEAR PK (PLOT 2),A park in Singapore: ANG MO KIO LINEAR PK (PLOT 2),1.37933423418482,103.87176018975933,2025-10-02 09:08:56.805071+00,
406,ANG MO KIO LINEAR PK (PLOT 3),A park in Singapore: ANG MO KIO LINEAR PK (PLOT 3),1.3791914029869319,103.86871835024394,2025-10-02 09:08:56.805071+00,
407,JLN KAYU INTERIM PK,A park in Singapore: JLN KAYU INTERIM PK,1.3987879613464556,103.87253565687772,2025-10-02 09:08:56.805071+00,
408,REALTY PARK,A park in Singapore: REALTY PARK,1.3682274567821835,103.89011876921555,2025-10-02 09:08:56.805071+00,
409,PAYA LEBAR ROAD PARK,A park in Singapore: PAYA LEBAR ROAD PARK,1.3328488352836065,103.88858043913332,2025-10-02 09:08:56.805071+00,
410,WOODLANDS WATERFRONT PK,A park in Singapore: WOODLANDS WATERFRONT PK,1.4533560651448352,103.78131812725178,2025-10-02 09:08:56.805071+00,
411,KEMUNING PK,A park in Singapore: KEMUNING PK,1.4393255722864347,103.82708060222011,2025-10-02 09:08:56.805071+00,
412,LEGUNDI PK,A park in Singapore: LEGUNDI PK,1.4411560592577497,103.82207014723265,2025-10-02 09:08:56.805071+00,
413,BROOK'S PARK,A park in Singapore: BROOK'S PARK,1.4056081881963591,103.82297934779446,2025-10-02 09:08:56.805071+00,
414,HAUS LINEAR PARK,A park in Singapore: HAUS LINEAR PARK,1.364469664935699,103.86001282197255,2025-10-02 09:08:56.805071+00,
415,SEMBAWANG HOT SPRING PARK,A park in Singapore: SEMBAWANG HOT SPRING PARK,1.4343322631927482,103.82264581250642,2025-10-02 09:08:56.805071+00,
416,IRAU DRIVE PLAYGROUND,A park in Singapore: IRAU DRIVE PLAYGROUND,1.461943538497985,103.84006882882944,2025-10-02 09:08:56.805071+00,
417,UPPER SERANGOON PARK,A park in Singapore: UPPER SERANGOON PARK,1.3516374385511811,103.87522575970935,2025-10-02 09:08:56.805071+00,
418,LORONG KEMUNCHUP PLAYGROUND,A park in Singapore: LORONG KEMUNCHUP PLAYGROUND,1.3603930473435468,103.76093338574456,2025-10-02 09:08:56.805071+00,
419,JALAN REMAJA INTERIM PARK,A park in Singapore: JALAN REMAJA INTERIM PARK,1.3575783238033021,103.760776014894,2025-10-02 09:08:56.805071+00,
420,FUYONG INTERIM PK,A park in Singapore: FUYONG INTERIM PK,1.3574541615680369,103.7687509521143,2025-10-02 09:08:56.805071+00,
421,CHESTNUT CLOSE PARK,A park in Singapore: CHESTNUT CLOSE PARK,1.3689466349411357,103.7733007053261,2025-10-02 09:08:56.805071+00,
422,PAVILION PLAYGROUND II,A park in Singapore: PAVILION PLAYGROUND II,1.3683404220725546,103.75343447476291,2025-10-02 09:08:56.805071+00,
423,CASHEW RD INTERIM PK,A park in Singapore: CASHEW RD INTERIM PK,1.3724045480241602,103.76796711460399,2025-10-02 09:08:56.805071+00,
424,FABER HEIGHTS PARK,A park in Singapore: FABER HEIGHTS PARK,1.3238384183511829,103.75526367638578,2025-10-02 09:08:56.805071+00,
425,JLG: CG MRT TOL LINKWAY,A park in Singapore: JLG: CG MRT TOL LINKWAY,1.341095115528266,103.73200024650436,2025-10-02 09:08:56.805071+00,
426,SBG LC ZONE 1 (TNC),A park in Singapore: SBG LC ZONE 1 (TNC),1.3100244521730628,103.81562486238036,2025-10-02 09:08:56.805071+00,
427,SBG LC ZONE 2 (CC/BTC),A park in Singapore: SBG LC ZONE 2 (CC/BTC),1.3210034671809083,103.8169579771443,2025-10-02 09:08:56.805071+00,
428,SBG LC ZONE 3 (NOG/PV),A park in Singapore: SBG LC ZONE 3 (NOG/PV),1.3129062754466734,103.8140609121386,2025-10-02 09:08:56.805071+00,
429,"SBG LC ARBO/PRC/PRU ","A park in Singapore: SBG LC ARBO/PRC/PRU ",1.3218387235806648,103.81789598168726,2025-10-02 09:08:56.805071+00,
430,FORT CANNING PARK,A park in Singapore: FORT CANNING PARK,1.295890735426131,103.846609328737,2025-10-02 09:08:56.805071+00,
431,THE FOOTHILLS FORT CANNING PK,A park in Singapore: THE FOOTHILLS FORT CANNING PK,1.2922576144953883,103.8456906573111,2025-10-02 09:08:56.805071+00,
432,FARQUHAR GARDEN (FCP),A park in Singapore: FARQUHAR GARDEN (FCP),1.2956865226548384,103.84867152086326,2025-10-02 09:08:56.805071+00,
433,EMPRESS PLACE,A park in Singapore: EMPRESS PLACE,1.2869615844084001,103.85213965205668,2025-10-02 09:08:56.805071+00,
434,ESPLANADE PK,A park in Singapore: ESPLANADE PK,1.289417085574277,103.85359672385975,2025-10-02 09:08:56.805071+00,
435,DUXTON PLAIN PK,A park in Singapore: DUXTON PLAIN PK,1.2811223325176546,103.84141929284567,2025-10-02 09:08:56.805071+00,
436,PEARL'S HILL CITY PK,A park in Singapore: PEARL'S HILL CITY PK,1.2845131482934613,103.83872911197332,2025-10-02 09:08:56.805071+00,
437,RAFFLES PLACE PK,A park in Singapore: RAFFLES PLACE PK,1.2835942597630638,103.8514999268154,2025-10-02 09:08:56.805071+00,
438,TELOK AYER PK,A park in Singapore: TELOK AYER PK,1.2781775055205808,103.84668683482796,2025-10-02 09:08:56.805071+00,
439,WATERBOAT HOUSE GARDEN,A park in Singapore: WATERBOAT HOUSE GARDEN,1.2873195163410733,103.85347304115898,2025-10-02 09:08:56.805071+00,
440,TANJONG PAGAR PK,A park in Singapore: TANJONG PAGAR PK,1.2765778585703167,103.84577413154086,2025-10-02 09:08:56.805071+00,
441,TELOK AYER GREEN,A park in Singapore: TELOK AYER GREEN,1.2814651634440863,103.84764373601121,2025-10-02 09:08:56.805071+00,
442,ANN SIANG HILL PK,A park in Singapore: ANN SIANG HILL PK,1.2810620002557065,103.84611877493366,2025-10-02 09:08:56.805071+00,
443,HONG LIM PK,A park in Singapore: HONG LIM PK,1.2863319638689366,103.84705068432152,2025-10-02 09:08:56.805071+00,
444,TOA PAYOH TOWN PK,A park in Singapore: TOA PAYOH TOWN PK,1.3305698250739586,103.84795477931803,2025-10-02 09:08:56.805071+00,
445,KALLANG RIVERSIDE PK,A park in Singapore: KALLANG RIVERSIDE PK,1.3077192983528685,103.86882040608397,2025-10-02 09:08:56.805071+00,
446,TIONG BAHRU PK,A park in Singapore: TIONG BAHRU PK,1.2876172817355604,103.82402678837296,2025-10-02 09:08:56.805071+00,
447,THOMSON RD PG,A park in Singapore: THOMSON RD PG,1.3162599542348774,103.84370946452388,2025-10-02 09:08:56.805071+00,
448,MALCOLM PK,A park in Singapore: MALCOLM PK,1.3225629270112642,103.82651847332639,2025-10-02 09:08:56.805071+00,
449,KAMPONG GLAM PK,A park in Singapore: KAMPONG GLAM PK,1.3024454354320096,103.86299607104655,2025-10-02 09:08:56.805071+00,
450,HOOPER RD PG,A park in Singapore: HOOPER RD PG,1.3123989150672273,103.84320423199813,2025-10-02 09:08:56.805071+00,
451,ROWELL RD OS,A park in Singapore: ROWELL RD OS,1.3084223021898134,103.85484861991678,2025-10-02 09:08:56.805071+00,
452,SOMME RD PG,A park in Singapore: SOMME RD PG,1.3114841047156247,103.85815199975507,2025-10-02 09:08:56.805071+00,
453,BENG WAN RD PG,A park in Singapore: BENG WAN RD PG,1.3238060154419715,103.86583529863027,2025-10-02 09:08:56.805071+00,
454,NORTH BRIDGE GARDEN,A park in Singapore: NORTH BRIDGE GARDEN,1.3041093226010843,103.86214555169653,2025-10-02 09:08:56.805071+00,
455,GOLDHILL AVE PG,A park in Singapore: GOLDHILL AVE PG,1.3211334171756735,103.83317379982168,2025-10-02 09:08:56.805071+00,
456,GENTLE DR PG,A park in Singapore: GENTLE DR PG,1.3203688056669944,103.84070309190496,2025-10-02 09:08:56.805071+00,
457,NOVENA PK,A park in Singapore: NOVENA PK,1.3223128035080336,103.84281346247634,2025-10-02 09:08:56.805071+00,
458,MOUNT EMILY PK,A park in Singapore: MOUNT EMILY PK,1.3043760852680015,103.84761124346433,2025-10-02 09:08:56.805071+00,
459,PENANG RD OS,A park in Singapore: PENANG RD OS,1.3002353872402603,103.8414938192375,2025-10-02 09:08:56.805071+00,
460,JUBILEE PARK (FCP),A park in Singapore: JUBILEE PARK (FCP),1.293374207908301,103.84484592748184,2025-10-02 09:08:56.805071+00,
461,ORCHARD FOUNTAIN CORNER,A park in Singapore: ORCHARD FOUNTAIN CORNER,1.3015871256010152,103.83761070678618,2025-10-02 09:08:56.805071+00,
462,ISTANA PK,A park in Singapore: ISTANA PK,1.2992640005702025,103.8439884144354,2025-10-02 09:08:56.805071+00,
463,WAR MEMORIAL PK,A park in Singapore: WAR MEMORIAL PK,1.2928245131605016,103.85481847201595,2025-10-02 09:08:56.805071+00,
464,KIM SENG PK,A park in Singapore: KIM SENG PK,1.2926204540505026,103.8342551228348,2025-10-02 09:08:56.805071+00,
465,NOVENA RISE PK,A park in Singapore: NOVENA RISE PK,1.324627530026666,103.84285301661774,2025-10-02 09:08:56.805071+00,
466,DHOBY GHAUT GREEN,A park in Singapore: DHOBY GHAUT GREEN,1.2984301269505807,103.84584933421796,2025-10-02 09:08:56.805071+00,
467,HANDY RD OS,A park in Singapore: HANDY RD OS,1.2990570546594116,103.84780697048458,2025-10-02 09:08:56.805071+00,
468,BOUGAINVILLEA PK,A park in Singapore: BOUGAINVILLEA PK,1.3267341485452966,103.80762186035389,2025-10-02 09:08:56.805071+00,
469,UNIVERSITY RD PK,A park in Singapore: UNIVERSITY RD PK,1.3254507127857538,103.81767447386102,2025-10-02 09:08:56.805071+00,
470,GREENWOOD CRESCENT PG,A park in Singapore: GREENWOOD CRESCENT PG,1.3355062363588595,103.80548695379504,2025-10-02 09:08:56.805071+00,
471,ORCHID VILLAGE PG,A park in Singapore: ORCHID VILLAGE PG,1.335704021942395,103.80171316653193,2025-10-02 09:08:56.805071+00,
472,SHELFORD RD PG,A park in Singapore: SHELFORD RD PG,1.328370121120348,103.81043241139626,2025-10-02 09:08:56.805071+00,
473,WATTEN HEIGHTS PG,A park in Singapore: WATTEN HEIGHTS PG,1.3315101656988075,103.80818355774429,2025-10-02 09:08:56.805071+00,
474,NAMLY PK,A park in Singapore: NAMLY PK,1.3232989310291234,103.79658146709734,2025-10-02 09:08:56.805071+00,
475,SIXTH AVE PG,A park in Singapore: SIXTH AVE PG,1.3224359361605311,103.79128056190346,2025-10-02 09:08:56.805071+00,
476,KING'S DR PG,A park in Singapore: KING'S DR PG,1.319086675112928,103.80606154202394,2025-10-02 09:08:56.805071+00,
477,SUNSET WAY PK,A park in Singapore: SUNSET WAY PK,1.3276945793169321,103.76477924872367,2025-10-02 09:08:56.805071+00,
478,SUNSET WAY PG,A park in Singapore: SUNSET WAY PG,1.3267878202224332,103.76640642909675,2025-10-02 09:08:56.805071+00,
479,SUNSET HEIGHTS OS,A park in Singapore: SUNSET HEIGHTS OS,1.327945008025658,103.76886836516977,2025-10-02 09:08:56.805071+00,
480,CLEMENTI CRESCENT PG,A park in Singapore: CLEMENTI CRESCENT PG,1.3235224958162637,103.77329951691915,2025-10-02 09:08:56.805071+00,
481,HUA GUAN CRESCENT PG,A park in Singapore: HUA GUAN CRESCENT PG,1.3370105386444795,103.7850595398033,2025-10-02 09:08:56.805071+00,
482,GREENLEAF VIEW PK PG,A park in Singapore: GREENLEAF VIEW PK PG,1.3223225608427498,103.78807923436081,2025-10-02 09:08:56.805071+00,
483,GROVE LANE PG,A park in Singapore: GROVE LANE PG,1.3137632887413677,103.7842062105903,2025-10-02 09:08:56.805071+00,
484,JLN KEBAYA PG,A park in Singapore: JLN KEBAYA PG,1.3141149108976589,103.78024635822102,2025-10-02 09:08:56.805071+00,
485,MOUNT SINAI PLAIN PG,A park in Singapore: MOUNT SINAI PLAIN PG,1.3157210166715099,103.78109728549767,2025-10-02 09:08:56.805071+00,
486,HOLLAND GROVE VIEW FC,A park in Singapore: HOLLAND GROVE VIEW FC,1.3124745780961788,103.78278534837222,2025-10-02 09:08:56.805071+00,
487,HOLLAND GROVE VIEW PG,A park in Singapore: HOLLAND GROVE VIEW PG,1.3129296671523445,103.78122162363572,2025-10-02 09:08:56.805071+00,
488,HOLLAND GREEN PG,A park in Singapore: HOLLAND GREEN PG,1.3268109004608926,103.78257759536767,2025-10-02 09:08:56.805071+00,
489,MAYFAIR PK,A park in Singapore: MAYFAIR PK,1.3415555200005544,103.78089287498761,2025-10-02 09:08:56.805071+00,
490,HENRY PK,A park in Singapore: HENRY PK,1.3162571773594276,103.78311800015676,2025-10-02 09:08:56.805071+00,
491,PHOENIX PARK,A park in Singapore: PHOENIX PARK,1.3758898083445705,103.75723986270971,2025-10-02 09:08:56.805071+00,
492,CHENG SOON GARDEN PG,A park in Singapore: CHENG SOON GARDEN PG,1.3358863606370819,103.77168301094926,2025-10-02 09:08:56.805071+00,
493,CHU YEN PLAYGROUND,A park in Singapore: CHU YEN PLAYGROUND,1.358697170052659,103.75897633995594,2025-10-02 09:08:56.805071+00,
494,ENG KONG GARDEN PG,A park in Singapore: ENG KONG GARDEN PG,1.3369237422732272,103.76916336188069,2025-10-02 09:08:56.805071+00,
495,ENG KONG PLACE FC,A park in Singapore: ENG KONG PLACE FC,1.334739202719321,103.76724604913917,2025-10-02 09:08:56.805071+00,
496,GOLDEN RISE PG,A park in Singapore: GOLDEN RISE PG,1.336323647928762,103.76486852005382,2025-10-02 09:08:56.805071+00,
497,GREENRIDGE CRESCENT PG,A park in Singapore: GREENRIDGE CRESCENT PG,1.3342797127441772,103.76576322902989,2025-10-02 09:08:56.805071+00,
498,JALAN DERMAWAN PLAYGROUND,A park in Singapore: JALAN DERMAWAN PLAYGROUND,1.3606389456498547,103.75860584483674,2025-10-02 09:08:56.805071+00,
499,JALAN TEKUKOR PLAYGROUND,A park in Singapore: JALAN TEKUKOR PLAYGROUND,1.3461378955794994,103.76677601808633,2025-10-02 09:08:56.805071+00,
500,HOOVER PARK (LOR PISANG HIJAU PLAYGROUND),A park in Singapore: HOOVER PARK (LOR PISANG HIJAU PLAYGROUND),1.34387550950276,103.77302025529794,2025-10-02 09:08:56.805071+00,
501,HIGHGATE WALK PLAYGROUND,A park in Singapore: HIGHGATE WALK PLAYGROUND,1.340417184614863,103.76592436149276,2025-10-02 09:08:56.805071+00,
502,SAVOY PK PG,A park in Singapore: SAVOY PK PG,1.3334144853864318,103.76992667231652,2025-10-02 09:08:56.805071+00,
503,HILLVIEW CRESCENT PLAYGROUND,A park in Singapore: HILLVIEW CRESCENT PLAYGROUND,1.355262346001316,103.76116232991829,2025-10-02 09:08:56.805071+00,
504,BURGUNDY CRESCENT PLAYGROUND,A park in Singapore: BURGUNDY CRESCENT PLAYGROUND,1.3398270199089037,103.7609050344812,2025-10-02 09:08:56.805071+00,
505,PAVILION PARK PLAYGROUND,A park in Singapore: PAVILION PARK PLAYGROUND,1.372285673351409,103.75197729239298,2025-10-02 09:08:56.805071+00,
506,DUCHESS PK,A park in Singapore: DUCHESS PK,1.3242903125405507,103.80547941573253,2025-10-02 09:08:56.805071+00,
